47,10,"אפס,"
47,11,איפה
47,12,החיים
47,13,שליי??!???
48,1,לחחחחחח
49,1,@veredre
49,2,גם
49,3,אני...
50,1,@Y_Gottlieb
50,2,לא
50,3,ראיתי
50,4,ולא
50,5,מעניין
50,6,אותי
51,1,"שו""ת"
51,2,כנישתא
51,3,חדא
51,4,בעניין
51,5,"""היום"
51,6,עם
51,7,בקולו
51,8,"תשמעו"""
51,9,https://t.co/CfDydzAgaR
52,1,@SoyHodaya
52,2,אז
52,3,אני
52,4,לא
52,5,יודעת
52,6,להבחין
52,7,בזה
52,8,😂😂😂😂
52,9,אבל
52,10,מה
52,11,שכן
52,12,הם
52,13,ילדים
52,14,יפים
52,15,😍😍😍😍
52,16,והוא
52,17,כזה
52,18,חתיך
52,19,אמאל'ה.
52,20,לא
52,21,נראה
52,22,בן
52,23,36
53,1,RT
53,2,@linoy_debby:
53,3,לחזור
53,4,לאותה
53,5,שיחה
53,6,שאמרתי
53,7,לך
53,8,״אני
53,9,אוהבת
53,10,אותך״
53,11,ופשוט
53,12,להגיד
53,13,לך
53,14,כמה
53,15,אני
53,16,שואת
53,17,אותך
54,1,נמאס
54,2,לי
54,3,להתגעגע.
55,1,RT
55,2,@ashkenazi_noa:
55,3,כמה
55,4,הייתי
55,5,נותנת
55,6,בשביל
55,7,עיניים
55,8,ירוקות
55,9,נדירות
56,1,@veredre
56,2,לילה.
56,3,טוב
56,4,זה
56,5,עבר
56,6,השקפה
56,7,אובייקטיבית.
57,1,אישה
57,2,בונה
57,3,רוסייה
57,4,הורסת
58,1,@veredre
58,2,אצלי
58,3,היה
58,4,"טוב,"
58,5,רק
58,6,לא
58,7,לי.
59,1,Go
59,2,Heavy
59,3,or
59,4,Go
59,5,Home
59,6,-
59,7,האמנם?
59,8,באג
59,9,שמאפיין
59,10,מתאמנים
59,11,רבים
59,12,הוא
59,13,הרצון
59,14,ללכת
59,15,כבד
59,16,בכל
59,17,מחיר
59,18,-
59,19,"עייפות,"
59,20,"פציעות,"
59,21,לא
59,22,משנה
59,23,מה...
59,24,https://t.co/eOTZwFgfiT
60,1,לילה
60,2,לבן
60,3,כי
60,4,יש
60,5,מוקדמות
60,6,המונדיאל👌🏼⚽️❤️
61,1,אני
61,2,הבנאדם
61,3,הכי
61,4,סקרן
61,5,ביקוםםםם
62,1,RT
62,2,@DHoshmand:
62,3,יש
62,4,לך
62,5,שתי
62,6,אפשרויות
62,7,:
62,8,1)
62,9,לצחוק
62,10,על
62,11,זה
62,12,ולשים
62,13,זין
62,14,2)
62,15,להתבאס
62,16,על
62,17,זה
62,18,ולאכול
62,19,על
62,20,זה
62,21,תסביך
63,1,RT
63,2,@noacohen27:
63,3,אין
63,4,נכון
63,5,מזה
63,6,😂😂😂😂😂
63,7,http://t.co/eAqB7iiZyH
64,1,מלחמת
64,2,גוג
64,3,ומגוג
64,4,2015/16
64,5,-
64,6,עמירם
64,7,טובי
64,8,-
64,9,חובה
64,10,צפייה!
64,11,חשוב
64,12,מאוד!!
64,13,HD
64,14,https://t.co/wdBB3ib4zW
64,15,via
64,16,@YouTube
65,1,המועצת
65,2,של
65,3,"אגו""י"
65,4,החליטה
65,5,לאיים
65,6,על
65,7,נתניהו
65,8,בדרך
65,9,שבה
65,10,הוא
65,11,מבטיח
65,12,הבטחות!!
66,1,יום
66,2,קשה
66,3,לא
66,4,אומר
66,5,שיש
66,6,לך
66,7,חיים
66,8,קשים
66,9,🌸
66,10,#חיים
66,11,#צריכה
66,12,#קצתאופטימיות
66,13,#לילהטוב
67,1,וואלה
67,2,סלבס:
67,3,מתיחת
67,4,פנים:
67,5,איך
67,6,השתנתה
67,7,ג'וליה
67,8,לואי
67,9,–
67,10,דרייפוס?
67,11,https://t.co/jN45LXT0s7
68,1,גארפילד
68,2,לא
68,3,רוצה
68,4,להצטלם
68,5,איתי
68,6,https://t.co/5GQNyNZ9Zq
69,1,RT
69,2,@Dalia4220:
69,3,אם
69,4,חבר
69,5,שלי
69,6,יקרא
69,7,לי
69,8,לולי
69,9,הוא
69,10,יקבל
69,11,סטירה
70,1,אם
70,2,מישהו
70,3,רואה
70,4,את
70,5,הסרטונים
70,6,שלי
70,7,ושל
70,8,ליאור
70,9,בסנאפצאט
70,10,אין
70,11,לנו
70,12,חברים😂😂
71,1,@niv_baruch
71,2,אז
71,3,כנראה
71,4,שלא
71,5,למדת
71,6,להכיר
71,7,אותי..
71,8,מתנשא
71,9,אני
71,10,לא
72,1,אמלא
72,2,את
72,3,עצמי
72,4,בשתיקה
73,1,@Mush_Mushon
73,2,@Nirpetel
73,3,אוי
73,4,זה
73,5,קרה
73,6,לי
73,7,ממש
73,8,הרגע.
73,9,אחרי
73,10,שאמרתי
73,11,את
73,12,זה
73,13,כמה
73,14,פעמים
73,15,*בלב*
74,1,לקחת
74,2,דקסמול
74,3,ולהפסיק
74,4,לסבול
74,5,אבל
74,6,ללכת
74,7,לישון
74,8,או
74,9,לא
74,10,לקחת
74,11,ולהישאר
74,12,ערה
74,13,לאספרנסה
74,14,מיה
74,15,ולציוץ
74,16,של
74,17,גברת
74,18,אספוסיטו
74,19,המעצבנת?
75,1,@aniyaesposito
75,2,תרגיעי
75,3,את
75,4,אחותך
75,5,נשמה
76,1,@litalsabah6544
76,2,לא
76,3,אמיתית
76,4,די😂😂😂😂
77,1,@ZvikaKlein
77,2,הוא
77,3,לא
77,4,"חב״דניק,"
77,5,חמיו
77,6,הוא
77,7,חסיד
77,8,חב״ד
77,9,מקהילת
77,10,חב״ד
77,11,במילאנו
78,1,@kol_echad
78,2,מתההההה
78,3,!!!!
79,1,@IsraelConLali
79,2,שכחתי
79,3,ממנו
79,4,😂
79,5,הייתי
79,6,עושה
79,7,רטוויטים
79,8,ללאלי
79,9,מההתראות
79,10,וזהו
80,1,לאלי
80,2,יש
80,3,אנשים
80,4,עייפים
80,5,בעולם
81,1,https://t.co/tkWaJ83mk5
81,2,מכבי
81,3,קרית
81,4,גת
81,5,75
81,6,מול
81,7,הפועל
81,8,אילת
81,9,104
81,10,נצחון
81,11,ראשון
81,12,של
81,13,עודד
81,14,קטש
81,15,בתפקיד
81,16,מאמן
81,17,הפועל
81,18,אילת
81,19,בעידן
81,20,הנוכחי
82,1,יום
82,2,הולדת
82,3,שמח
82,4,לפיני
82,5,"גרשון,"
82,6,למי
82,7,שחוגג
83,1,@noamsha
83,2,אתה
83,3,גם
83,4,דואג
83,5,לי
83,6,:)
83,7,זה
83,8,נחמד
84,1,@lidor_hacmon
84,2,הכי
84,3,יפים
84,4,שאני
84,5,מכירהההה
85,1,@KarenGrosskopf
85,2,חחחחחחחחחחח
85,3,וואי
85,4,😂😂😂
85,5,לדודה
85,6,שלי
85,7,עשו
85,8,חיים
85,9,קשים
85,10,לקבל
85,11,אזרחות
85,12,איטלקית
85,13,😁
86,1,אבותינו
86,2,–
86,3,העלון
86,4,השבועי
86,5,https://t.co/nhx7DB8G3S
87,1,RT
87,2,@LapidAtid:
87,3,״תאר
87,4,"לך,״"
87,5,אמרתי
87,6,עכשיו
87,7,למראיין
87,8,"מ-CNN,"
87,9,שהיו
87,10,אוסרים
87,11,לשים
87,12,תוויות
87,13,Made
87,14,in
87,15,USA
87,16,על
87,17,מוצרים
87,18,מטקסס
87,19,רק
87,20,כי
87,21,היא
87,22,היתה
87,23,פעם
87,24,שייכת
87,25,למקסיקו.״
88,1,שלא
88,2,יתבלבלו
88,3,:-)
88,4,https://t.co/TChgeyW7Xm
89,1,נמאס
89,2,משעות
89,3,אפס
90,1,@metzayetz1
90,2,כי
90,3,זה
90,4,לא
90,5,עבד
91,1,RT
91,2,@YuvalCohenn:
91,3,באלי
91,4,לרדת
91,5,לים
91,6,🇮🇱🌊
92,1,אז
92,2,בואי
92,3,"נצעק,"
92,4,ונלך
92,5,אל
92,6,המקומות
92,7,ששם
92,8,טבעי
92,9,הרעש..
93,1,פלדמן
93,2,במהדורה:עד
93,3,הערב
93,4,'דגל
93,5,ירושלים'
93,6,היו
93,7,בקונצנזוס.
93,8,החרם
93,9,בלט
93,10,בבמה
93,11,ריקה
93,12,"מרבנים,"
93,13,ובקרב
93,14,הקהל
93,15,שהיה
93,16,דליל.
93,17,חברי
93,18,המועצות
93,19,וראשי
93,20,הישיבות
93,21,נעדרו
93,22,והחרימו
94,1,@KarenGrosskopf
94,2,אני
94,3,יכולה
94,4,לקבל
94,5,אזרחות
94,6,אירופאית
94,7,(רומניה)
94,8,אבל
94,9,אפילו
94,10,אבא
94,11,שלי
94,12,לא
94,13,מוציא
94,14,לעצמו
94,15,כי
94,16,הוא
94,17,עצלן
95,1,פח
95,2,אשפה
96,1,כיצד
96,2,ניתן
96,3,לפרסם
96,4,מודעת
96,5,נכס
96,6,ולהופיע
96,7,במנוע
96,8,החיפוש
96,9,של
96,10,גוגל
96,11,תוך
96,12,שניות
96,13,ספורות?
96,14,צפו
96,15,בסרטון
96,16,הממחיש
96,17,פרסום
96,18,של
96,19,נכס
96,20,אמיתי....
96,21,https://t.co/8evQjMfUgx
97,1,אל
97,2,"תטעו,"
97,3,מכבי
97,4,הפסידה
97,5,היום
97,6,בבית
97,7,לפנרבחצ׳ה
97,8,עודפים.
97,9,שחקנים
97,10,שלא
97,11,היו
97,12,מקבלים
97,13,חוזה
97,14,בנוקיה
97,15,בחיים.
98,1,RT
98,2,@mazalmot:
98,3,איזה
98,4,עייפות
99,1,הזכרונות
99,2,עולים
99,3,אותי
99,4,הם
99,5,לא
99,6,עוזבים
100,1,@KarenGrosskopf
100,2,ברור
100,3,שאמריקאית
100,4,"עדיפה,"
100,5,אבל
100,6,שיש
100,7,לי
100,8,את
100,9,האפשרות
100,10,לקבל
100,11,אירופאית
100,12,ולא
100,13,נותנים
100,14,לי
100,15,זה
100,16,מעצבן
100,17,ואני
100,18,הדור
100,19,האחרון
100,20,שיכול
100,21,אז
100,22,למה
100,23,לא
100,24,לנצל?
